EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Salary,YearsAtCompany,YearsInCurrentRole,JobSatisfaction,WorkLifeBalance,Overtime,DistanceFromHome,TrainingTimesLastYear,PerformanceRating,NumCompaniesWorked,StockOptionLevel,TotalWorkingYears,JobInvolvement,Education,EnvironmentSatisfaction,MonthlyIncome,JobLevel,YearsSinceLastPromotion,YearsWithCurrManager,HourlyRate,DailyRate,MonthlyRate,Attrition
375,51,Female,Married,IT,Executive,96125,39,18,2,1,No,21,8,4,1,0,34,4,PhD,3,10163,4,4,16,20,544,20912,Yes
376,26,Male,Single,Finance,Executive,116444,23,15,3,2,Yes,22,0,4,4,1,36,4,Bachelor's,4,5470,3,6,7,95,173,6317,Yes
377,33,Male,Single,IT,Analyst,147509,27,6,1,1,Yes,9,1,2,5,1,19,4,PhD,1,13730,4,12,9,43,925,28516,Yes
378,37,Female,Divorced,Operations,Executive,91602,18,19,2,4,Yes,9,7,3,2,1,9,1,Master's,1,19543,4,14,17,27,1827,26361,No
379,47,Male,Single,HR,Analyst,102045,24,1,4,3,Yes,9,8,3,5,1,7,1,PhD,1,7113,2,0,14,28,641,29728,No
380,47,Female,Single,Sales,Clerk,135997,7,1,4,1,No,27,6,4,1,1,30,4,PhD,3,16414,4,8,19,63,256,28522,No
381,42,Male,Divorced,Operations,Analyst,72222,20,13,2,1,Yes,17,2,4,5,2,13,4,PhD,1,10749,1,13,12,91,1610,27090,No
382,57,Female,Married,HR,Engineer,79223,27,3,4,1,Yes,44,6,4,2,1,27,1,Bachelor's,3,14914,3,5,9,46,1389,25611,Yes
383,54,Female,Single,Finance,Manager,140012,6,10,4,1,Yes,45,5,3,4,1,35,4,Bachelor's,3,18007,4,10,8,91,355,10412,No
384,51,Female,Divorced,IT,Clerk,141246,27,3,3,4,Yes,8,1,2,3,2,13,4,High School,2,14923,3,3,12,21,1162,18321,No
385,58,Female,Single,IT,Clerk,95333,9,9,4,4,No,16,2,3,4,2,15,4,Bachelor's,3,16042,4,5,2,13,1178,2227,Yes
386,44,Male,Single,IT,Engineer,82732,31,8,1,3,No,18,9,4,2,2,9,4,Bachelor's,3,16181,2,4,2,52,1151,20721,No
387,31,Male,Married,Finance,Analyst,79420,21,3,4,3,No,33,9,4,2,0,23,2,Bachelor's,2,15130,1,2,0,36,1036,13456,No
388,26,Female,Single,HR,Manager,105504,26,13,2,2,Yes,1,4,2,1,0,36,4,Master's,4,6405,3,6,1,60,217,2955,Yes
389,57,Female,Divorced,Finance,Analyst,32462,13,6,3,4,No,12,9,1,5,1,3,1,High School,2,13862,2,2,10,14,469,19881,Yes
390,55,Female,Single,IT,Executive,39460,23,13,4,1,No,6,3,1,5,1,34,1,Master's,2,18249,3,12,13,15,308,11472,No
391,52,Male,Married,Operations,Analyst,129319,20,12,2,1,Yes,41,1,3,4,1,19,1,Bachelor's,1,15939,2,13,9,86,686,3978,Yes
392,31,Male,Married,Sales,Clerk,39275,37,13,1,2,No,5,3,1,3,0,28,1,Bachelor's,1,16967,1,14,6,96,1700,19913,No
393,40,Male,Divorced,Finance,Manager,124213,28,2,4,1,Yes,16,7,1,3,1,23,4,High School,2,8848,4,12,0,65,948,14675,Yes
394,53,Male,Married,Finance,Analyst,43269,17,16,3,2,No,18,4,3,1,1,7,2,High School,1,9817,2,1,6,98,1991,21046,No
395,22,Female,Single,HR,Manager,95942,28,6,4,3,No,49,4,4,2,0,12,3,PhD,2,9143,3,13,14,77,1735,28989,No
396,26,Female,Married,HR,Manager,102920,2,19,2,4,No,18,9,1,1,2,14,3,Bachelor's,1,17509,3,3,10,53,1681,29281,No
397,25,Female,Divorced,Finance,Executive,52553,25,13,3,2,No,1,2,4,5,0,15,3,Bachelor's,3,13058,2,6,5,24,415,24817,Yes
398,37,Male,Married,IT,Executive,54366,6,17,4,1,Yes,19,7,3,2,1,3,3,Master's,1,11396,1,4,6,99,1516,18128,Yes
399,45,Male,Married,Sales,Clerk,74036,11,9,1,2,Yes,8,5,4,1,0,15,1,PhD,1,14771,1,13,6,51,543,17668,No
400,37,Male,Married,HR,Engineer,47369,38,17,3,3,No,3,1,4,4,2,24,4,Bachelor's,3,8272,4,8,0,20,1791,9445,Yes
401,23,Female,Divorced,IT,Manager,41795,6,2,1,1,Yes,25,1,3,5,2,8,4,Master's,2,14366,4,9,9,82,1875,6284,Yes
402,49,Female,Married,Operations,Engineer,100021,11,19,2,3,No,5,8,4,3,2,5,3,High School,1,18424,3,14,14,20,1988,27493,No
403,53,Male,Married,HR,Clerk,137205,14,19,4,3,No,40,6,1,1,2,4,3,Master's,1,16428,3,6,7,75,1382,19585,Yes
404,48,Female,Single,IT,Manager,98154,2,7,1,2,No,19,9,1,5,2,14,2,Bachelor's,3,19024,4,11,18,36,1771,9131,Yes
405,41,Male,Divorced,IT,Manager,60143,3,10,2,3,No,18,8,1,5,2,16,2,Master's,3,6747,4,13,2,67,1321,12614,No
406,45,Male,Married,Sales,Engineer,59425,35,10,4,1,No,31,5,1,3,1,20,2,Master's,3,12297,4,8,14,99,1822,28197,No
407,33,Female,Divorced,Sales,Analyst,118209,33,9,2,3,No,33,4,4,3,1,24,1,PhD,4,4607,2,13,3,81,727,2759,Yes
408,56,Male,Married,Operations,Executive,105139,24,17,1,3,Yes,47,0,1,3,0,6,4,PhD,3,19450,4,8,5,30,544,23957,Yes
409,54,Female,Married,IT,Analyst,135232,19,15,2,2,Yes,18,5,4,1,1,31,1,High School,2,18535,2,11,9,30,669,23545,Yes
410,54,Male,Married,IT,Engineer,35368,18,2,3,3,No,39,5,2,3,2,6,1,PhD,1,10645,2,1,17,81,681,22673,No
411,58,Female,Single,Sales,Executive,34621,24,4,4,4,Yes,16,2,4,4,1,35,4,Master's,1,12470,4,14,15,10,704,23830,Yes
412,33,Female,Single,HR,Analyst,88829,35,19,2,2,No,16,2,1,5,0,15,2,PhD,4,7158,1,0,17,67,840,15684,Yes
413,24,Female,Single,HR,Executive,90294,1,17,1,2,Yes,47,2,2,3,2,29,4,Bachelor's,1,12005,1,10,5,22,1007,11680,Yes
414,22,Male,Divorced,Finance,Manager,44719,36,5,4,1,Yes,38,2,3,5,1,3,3,Master's,1,19786,3,3,18,82,748,22642,Yes
415,54,Male,Divorced,Sales,Analyst,59227,25,7,3,1,Yes,41,6,4,2,1,11,2,Master's,2,10925,4,3,16,15,1740,6371,Yes
416,31,Female,Single,Finance,Executive,139430,34,18,4,1,No,7,9,1,2,0,3,4,Master's,1,16640,3,12,17,96,404,14651,Yes
417,50,Female,Divorced,Sales,Executive,37566,25,7,3,1,Yes,14,1,1,3,2,28,1,Bachelor's,2,7166,4,1,12,67,438,3665,No
418,34,Male,Married,Operations,Executive,42306,16,17,4,4,No,43,9,1,5,0,10,4,Master's,4,18076,3,2,6,26,628,8918,No
419,33,Male,Married,IT,Analyst,83822,34,7,2,2,No,48,9,3,2,2,33,2,PhD,2,12278,2,2,19,82,153,25007,No
420,52,Male,Married,Operations,Clerk,54042,29,4,2,3,No,25,1,2,3,2,16,3,Bachelor's,3,3771,4,4,11,21,1235,12194,Yes
421,23,Female,Single,Sales,Analyst,45086,19,8,1,1,Yes,32,2,2,5,1,10,1,Master's,3,14440,1,0,1,95,783,27035,Yes
422,56,Male,Divorced,IT,Engineer,47387,23,13,3,1,Yes,38,9,1,3,0,33,3,PhD,4,11167,4,8,11,61,518,25816,No
423,44,Male,Single,HR,Analyst,57042,19,4,1,1,Yes,22,6,4,5,0,36,3,PhD,1,4556,3,7,11,85,404,25066,No
424,38,Female,Divorced,HR,Executive,119424,25,6,2,3,No,16,2,1,2,0,3,1,High School,2,14150,3,7,3,79,1561,13213,No
425,47,Male,Married,Finance,Manager,81618,16,5,3,1,No,29,6,1,3,2,5,4,PhD,3,4151,3,2,3,82,1779,17745,No
426,29,Male,Single,Sales,Analyst,122050,9,12,1,3,Yes,16,8,4,2,0,12,4,PhD,2,15534,3,1,17,61,184,24612,No
427,50,Male,Divorced,Sales,Analyst,48323,1,4,1,2,No,12,9,1,3,2,13,3,High School,3,11039,3,0,15,46,1647,24211,Yes
428,47,Female,Divorced,HR,Executive,48019,19,9,1,2,Yes,17,3,3,1,0,24,4,High School,2,17659,3,11,13,12,351,23819,Yes
429,31,Female,Married,Operations,Manager,105426,33,4,1,2,Yes,37,6,1,2,0,32,2,Bachelor's,1,9303,1,5,16,17,1851,28866,Yes
430,47,Female,Single,IT,Manager,70863,34,19,1,4,Yes,27,8,3,2,1,16,3,PhD,4,5977,3,12,16,19,225,9636,Yes
431,55,Female,Single,Operations,Engineer,141023,16,14,3,3,Yes,25,7,1,4,0,32,3,Bachelor's,1,15541,1,9,2,56,709,19749,Yes
432,28,Female,Single,Operations,Analyst,40283,18,5,1,1,No,13,7,2,2,1,37,3,Bachelor's,2,3422,4,0,5,50,1528,9344,No
433,25,Female,Married,HR,Manager,48279,34,18,3,1,Yes,8,8,4,5,1,36,2,Master's,3,14985,2,13,12,73,403,5201,No
434,32,Female,Single,HR,Manager,76999,25,10,1,1,Yes,5,4,2,3,2,21,3,Bachelor's,3,19474,1,10,8,51,1151,6752,Yes
435,50,Male,Married,HR,Clerk,92780,6,19,2,1,Yes,12,4,1,1,0,12,4,Bachelor's,4,6372,4,4,8,52,947,11575,No
436,57,Male,Married,Finance,Clerk,52908,21,12,2,4,Yes,41,2,1,5,0,21,4,Bachelor's,1,19083,2,8,7,18,1389,12327,Yes
437,46,Female,Married,Operations,Manager,91584,6,18,1,1,Yes,3,4,3,5,0,21,4,Bachelor's,1,4942,1,10,16,23,1175,17891,Yes
438,42,Male,Divorced,Sales,Engineer,143002,32,17,4,4,Yes,35,7,1,5,1,6,4,High School,1,12950,1,8,15,13,754,15029,No
439,57,Male,Single,IT,Manager,80225,39,11,2,3,Yes,33,4,1,5,0,9,3,PhD,3,19282,4,12,15,11,743,8091,Yes
440,31,Female,Single,Finance,Executive,67952,31,3,3,2,No,22,3,1,1,2,1,2,Master's,4,19481,3,11,18,94,957,29608,Yes
441,58,Male,Married,Sales,Analyst,130706,10,17,1,1,No,44,7,2,4,2,12,1,High School,3,4479,1,14,15,10,610,24998,Yes
442,30,Male,Married,Operations,Engineer,67663,30,1,3,2,No,9,6,3,2,0,14,4,Master's,1,7626,1,3,13,84,306,19905,No
443,45,Male,Single,HR,Executive,139708,18,15,4,3,No,41,5,2,5,1,6,1,Master's,2,13777,4,6,19,74,673,17866,No
444,56,Male,Married,Operations,Engineer,91381,24,9,1,3,Yes,18,4,3,2,2,1,1,High School,3,8147,3,13,13,55,974,9521,Yes
445,56,Male,Single,IT,Executive,77929,9,15,2,1,No,29,4,2,2,2,22,3,Bachelor's,4,8443,2,10,13,68,610,24943,Yes
446,57,Female,Divorced,Finance,Analyst,39343,31,3,3,3,No,39,9,1,5,1,34,4,High School,1,3079,3,6,13,84,1767,17410,No
447,39,Female,Married,Finance,Analyst,106173,15,19,2,2,No,27,1,2,4,2,11,4,Master's,2,8577,3,3,11,16,1676,20007,No
448,53,Female,Single,IT,Clerk,130260,4,13,2,1,Yes,36,3,2,2,1,3,4,Master's,3,15901,4,4,5,75,300,27257,No
449,45,Male,Married,Sales,Executive,69791,9,12,1,4,No,45,7,3,3,2,6,1,Bachelor's,2,5223,3,10,19,24,1734,21518,No
450,44,Female,Single,Sales,Clerk,59134,9,1,3,1,No,17,7,3,2,1,6,4,High School,2,5569,4,8,12,81,922,7820,Yes
451,53,Male,Single,Finance,Executive,142366,26,17,4,2,Yes,34,0,2,5,2,20,4,PhD,4,12964,2,6,15,56,1407,13453,Yes
452,58,Male,Married,Finance,Clerk,77101,4,13,2,1,No,46,1,3,1,0,21,2,Master's,3,16768,1,6,8,99,1480,23378,Yes
453,33,Male,Divorced,HR,Analyst,99443,17,1,1,1,Yes,3,4,3,2,2,2,3,High School,4,19249,1,9,1,49,1170,6696,No
454,34,Male,Single,Sales,Engineer,129111,16,10,1,2,No,5,8,3,4,2,26,4,Bachelor's,1,5623,4,6,2,51,1119,29995,No
455,44,Female,Single,IT,Clerk,87530,15,15,4,1,Yes,14,9,4,3,0,31,4,Bachelor's,2,4403,4,14,9,60,236,3867,Yes
456,46,Female,Single,Sales,Executive,76799,35,7,1,1,No,3,6,3,3,0,26,3,PhD,4,19715,3,8,19,44,229,27775,No
457,56,Male,Divorced,HR,Executive,34827,5,18,2,2,No,23,9,4,1,0,32,3,Master's,4,10485,3,4,1,50,1318,17723,Yes
458,51,Female,Divorced,Finance,Analyst,126143,5,16,1,3,No,39,4,4,1,0,10,1,PhD,1,14800,1,5,9,94,1117,21207,No
459,38,Male,Married,Finance,Executive,92653,20,14,3,2,Yes,30,0,3,2,1,23,1,PhD,3,15798,1,2,7,66,1752,29524,Yes
460,41,Female,Divorced,HR,Manager,43699,15,18,3,1,No,45,5,2,5,1,6,1,PhD,4,7980,1,0,16,47,1487,13817,Yes
461,46,Female,Married,IT,Engineer,132828,18,7,2,4,Yes,23,7,3,4,2,23,3,PhD,2,6878,4,10,0,81,531,24490,Yes
462,43,Male,Married,Finance,Clerk,143497,2,17,3,4,Yes,27,6,1,3,2,28,2,Bachelor's,2,4949,2,11,5,17,1192,2168,Yes
463,34,Female,Divorced,Operations,Engineer,121419,29,18,4,2,Yes,10,1,2,1,2,30,4,Master's,2,12958,2,1,6,83,1581,26171,No
464,40,Male,Married,Finance,Analyst,144527,13,12,1,4,Yes,25,4,4,4,1,14,3,PhD,2,11697,4,7,14,72,639,12213,Yes
465,57,Female,Divorced,Operations,Clerk,146972,4,8,2,1,No,13,3,4,5,2,37,2,Master's,4,18493,3,12,17,96,434,28770,Yes
466,33,Male,Married,HR,Clerk,35313,10,2,4,1,No,16,8,2,3,2,32,3,Bachelor's,2,13033,2,0,8,13,625,27014,Yes
467,40,Male,Divorced,HR,Manager,43598,31,7,1,2,No,41,9,2,3,1,34,2,Bachelor's,4,12586,3,9,7,57,657,17223,Yes
468,33,Female,Divorced,Finance,Analyst,141362,8,4,4,1,Yes,34,0,3,5,2,22,3,High School,3,3256,1,6,9,61,1008,13452,No
469,30,Female,Married,Sales,Executive,145445,3,18,2,3,No,37,5,4,3,1,31,3,High School,2,4720,1,4,3,47,1139,23293,Yes
470,28,Male,Single,Operations,Manager,58807,9,6,2,1,Yes,22,2,1,5,1,7,2,Master's,3,16241,3,12,19,96,1579,10027,Yes
471,49,Female,Married,IT,Manager,100423,30,9,4,2,Yes,17,8,3,3,0,21,2,High School,4,19234,1,5,7,14,609,18291,No
472,35,Female,Divorced,Finance,Engineer,99390,11,9,1,3,Yes,23,4,2,2,0,16,2,PhD,1,10076,4,7,0,94,308,12641,Yes
473,52,Male,Single,IT,Engineer,75226,35,14,3,3,No,36,5,4,5,1,20,2,Master's,3,4071,3,3,7,79,1281,23065,Yes
474,40,Male,Married,Finance,Engineer,89550,37,8,3,4,No,49,8,2,4,1,19,2,Bachelor's,2,4622,3,5,11,90,1460,27439,Yes
475,37,Female,Married,Sales,Manager,110072,13,19,4,1,Yes,9,8,2,2,0,32,2,Bachelor's,1,5066,3,13,14,98,1862,23521,Yes
476,26,Male,Married,Sales,Executive,33558,36,3,2,2,No,2,7,2,4,2,15,2,PhD,3,11642,2,10,12,33,1364,26715,No
477,56,Male,Single,Sales,Clerk,105308,13,18,1,4,No,32,8,3,3,2,5,2,High School,4,3897,3,2,15,95,157,23618,No
478,33,Male,Divorced,Sales,Engineer,80113,12,5,1,4,Yes,22,3,1,4,2,11,3,Master's,4,11273,3,6,17,86,915,2224,No
479,46,Female,Married,HR,Executive,82999,37,14,2,1,Yes,43,5,1,2,1,15,2,Master's,4,8781,3,1,0,26,1428,10749,No
480,42,Female,Married,HR,Analyst,85878,10,4,3,1,No,13,4,4,5,0,29,2,PhD,3,16622,2,11,16,87,1468,8582,No
481,57,Male,Married,Operations,Engineer,66343,9,7,1,2,Yes,8,4,2,1,2,4,3,High School,4,16284,1,7,15,99,1765,3573,No
482,44,Female,Married,IT,Clerk,88219,7,12,4,4,Yes,1,3,1,4,0,36,3,Master's,3,13399,2,12,4,92,1852,10577,Yes
483,37,Male,Married,Finance,Analyst,65186,2,2,3,2,No,17,1,2,1,0,23,1,PhD,2,12883,4,6,19,35,1137,10712,Yes
484,35,Female,Divorced,Finance,Analyst,66966,23,11,4,4,No,12,5,4,4,1,15,1,Master's,2,12371,3,11,9,12,1482,8763,Yes
485,52,Male,Divorced,HR,Clerk,63769,39,14,3,4,Yes,4,8,2,4,2,3,2,Bachelor's,3,13707,4,11,5,11,476,14164,Yes
486,26,Male,Married,Finance,Engineer,149932,39,16,2,4,No,13,0,1,5,0,32,2,Master's,3,11088,2,7,11,11,342,7217,No
487,56,Female,Single,HR,Manager,135423,21,6,4,1,Yes,31,6,2,3,1,10,1,Master's,1,16140,1,1,9,31,1092,29410,Yes
488,44,Male,Divorced,Operations,Clerk,83218,23,4,4,4,Yes,41,5,1,2,1,38,1,Master's,4,19845,1,2,16,80,1268,21526,Yes
489,50,Female,Single,IT,Clerk,49229,29,15,2,4,No,7,2,4,2,1,22,4,High School,2,14093,3,11,1,13,990,28409,No
490,32,Female,Divorced,Operations,Clerk,105209,14,1,4,4,Yes,23,0,2,2,2,14,4,High School,2,19500,1,3,18,47,514,18272,Yes
491,39,Male,Married,Sales,Analyst,57877,26,7,3,3,Yes,24,3,1,3,2,17,2,PhD,1,8785,2,11,19,93,493,14734,Yes
492,33,Male,Divorced,Sales,Executive,88001,5,12,1,1,Yes,5,8,4,1,1,21,4,High School,3,9507,2,8,5,79,1961,13353,No
493,30,Female,Married,Sales,Manager,127137,31,10,1,3,No,5,1,2,2,2,15,1,Master's,3,8830,1,11,12,82,1738,5501,Yes
494,31,Male,Divorced,Operations,Engineer,68084,25,5,2,1,No,17,2,4,1,2,15,2,Master's,1,7561,3,11,8,61,828,15530,Yes
495,38,Male,Married,Finance,Engineer,111780,31,12,3,2,No,30,1,1,3,0,1,3,High School,4,17519,3,4,11,40,457,14394,No
496,59,Male,Married,IT,Executive,122892,20,18,4,3,Yes,9,1,2,3,1,24,3,High School,3,3659,2,5,17,35,1699,3499,Yes
497,28,Male,Married,Sales,Clerk,46806,17,10,4,2,Yes,6,9,2,5,1,12,1,Master's,3,14535,1,0,7,45,1281,29539,Yes
498,34,Male,Married,Sales,Manager,118635,2,6,1,4,No,25,7,2,2,2,10,4,Master's,4,17002,2,3,17,35,773,11669,Yes
499,30,Female,Single,Sales,Engineer,140177,25,12,4,2,No,19,2,4,5,1,31,3,Bachelor's,4,7682,2,13,1,37,117,27479,Yes
500,48,Female,Married,IT,Engineer,67034,13,7,1,2,No,16,6,4,2,1,11,4,PhD,1,18702,4,3,7,14,827,28207,Yes
501,23,Male,Single,Sales,Clerk,70317,39,18,2,2,Yes,21,7,1,3,1,16,3,High School,1,13939,2,9,9,83,1954,25071,No
502,26,Male,Single,IT,Executive,85468,28,2,4,2,No,2,2,3,3,2,9,4,PhD,1,11826,3,7,8,27,660,23629,Yes
503,50,Male,Married,Sales,Manager,49094,6,10,3,1,Yes,10,1,2,4,2,14,3,Master's,3,8249,1,7,17,24,1691,27746,Yes
504,58,Female,Single,Operations,Executive,87796,3,15,4,3,No,16,7,2,4,2,19,3,PhD,1,15645,1,9,7,66,1470,12519,Yes
505,59,Male,Divorced,Operations,Executive,40589,35,12,1,1,Yes,37,2,1,3,0,31,2,High School,3,12710,4,5,18,14,1181,15239,No
506,40,Female,Married,IT,Manager,87221,18,17,2,1,Yes,15,6,2,3,1,9,2,High School,2,11813,4,7,2,46,254,20128,No
507,29,Female,Single,Operations,Manager,31657,11,4,1,1,No,13,0,4,1,0,36,1,PhD,4,15769,3,8,8,95,1690,4039,No
508,22,Female,Married,IT,Engineer,128300,20,7,4,2,Yes,13,5,4,1,2,39,3,High School,4,17161,4,4,12,95,1610,10311,Yes
509,43,Male,Married,Operations,Engineer,147229,5,9,1,1,No,32,8,2,5,0,26,4,Bachelor's,2,12729,2,0,8,31,1976,5857,Yes
510,38,Female,Married,Operations,Manager,69531,19,19,1,3,Yes,45,2,2,4,1,8,3,Master's,1,18680,2,0,19,61,1654,28251,Yes
511,28,Male,Single,IT,Analyst,82227,22,7,2,1,Yes,47,6,4,4,1,24,4,Master's,3,19147,3,1,11,24,586,27896,Yes
512,46,Female,Divorced,Finance,Engineer,33164,19,2,3,4,No,46,5,2,3,2,8,4,High School,3,13262,1,1,12,26,250,6950,Yes
513,25,Male,Divorced,Operations,Analyst,123078,16,6,4,2,Yes,8,7,4,3,2,19,3,Master's,3,5365,3,4,7,60,1482,27591,No
514,57,Female,Single,Sales,Manager,113973,24,18,2,4,No,43,2,3,5,0,30,4,Bachelor's,4,16195,4,6,14,54,467,25471,Yes
515,27,Male,Married,Finance,Engineer,71247,4,6,3,3,No,18,2,3,4,2,22,1,High School,1,14037,1,6,12,72,1743,17441,Yes
516,52,Female,Single,IT,Executive,134041,15,13,1,3,No,36,3,2,1,0,9,2,Bachelor's,3,14230,1,14,12,37,1170,14735,No
517,40,Male,Single,Finance,Manager,49601,25,19,3,3,Yes,26,2,2,2,1,4,4,Bachelor's,3,18552,1,3,16,68,306,24415,No
518,48,Male,Single,HR,Clerk,123966,35,2,1,3,Yes,10,8,2,5,1,37,3,Master's,3,5728,4,12,14,95,1998,3743,No
519,31,Male,Married,HR,Analyst,80599,14,12,1,1,Yes,31,3,4,2,1,8,2,Master's,2,18477,2,3,18,30,549,15283,No
520,47,Male,Single,Operations,Manager,101545,19,15,2,2,No,33,5,3,1,1,1,1,PhD,3,7938,2,13,2,51,1606,28518,No
521,40,Female,Married,Operations,Manager,145295,38,14,1,3,No,29,7,3,1,1,28,4,Bachelor's,2,3131,4,13,13,90,1975,21925,Yes
522,24,Female,Single,Sales,Engineer,34552,36,6,2,4,Yes,5,7,1,2,0,6,4,Master's,3,3293,4,10,9,78,1023,11638,Yes
523,34,Male,Divorced,Finance,Engineer,146452,7,18,3,3,Yes,13,4,1,5,1,36,2,Bachelor's,3,17727,3,14,16,91,1763,5616,Yes
524,49,Female,Single,HR,Engineer,39417,30,5,3,2,No,1,4,2,2,0,11,4,PhD,3,13488,3,9,7,26,796,17383,Yes
525,41,Male,Single,Operations,Clerk,88579,19,18,1,4,Yes,23,5,4,5,1,5,3,Bachelor's,2,9846,2,2,17,77,669,5894,Yes
526,49,Male,Divorced,Finance,Engineer,137525,25,3,2,4,No,40,9,2,5,0,24,2,High School,3,10584,4,10,11,16,242,20108,No
527,29,Female,Married,Operations,Manager,98207,16,3,1,4,Yes,3,6,3,3,0,18,2,PhD,1,19670,3,1,16,98,1523,8227,Yes
528,22,Male,Married,Operations,Engineer,102055,8,10,2,1,No,3,9,2,4,0,20,4,PhD,3,11641,4,2,10,49,1220,12464,Yes
529,24,Male,Single,HR,Executive,132266,18,19,2,3,Yes,7,6,2,4,2,28,1,Bachelor's,2,14432,4,7,8,49,1170,22446,No
530,34,Female,Divorced,HR,Engineer,108270,28,3,2,1,Yes,36,3,3,1,0,13,1,Bachelor's,2,13895,2,14,14,52,290,9847,No
531,49,Male,Married,Operations,Clerk,141426,16,12,3,4,No,35,5,3,3,0,5,1,Master's,1,8303,2,0,8,82,239,6281,Yes
532,46,Male,Single,IT,Executive,147865,19,16,2,1,No,15,6,3,4,1,30,1,High School,4,11444,4,3,11,92,714,26647,Yes
533,54,Male,Divorced,Operations,Manager,33722,17,17,3,1,No,40,4,3,5,0,1,2,PhD,1,12611,1,6,10,60,1354,20584,No
534,59,Male,Married,Operations,Manager,100442,13,7,2,1,Yes,3,4,1,5,0,22,2,PhD,1,13528,1,4,16,82,1463,4143,Yes
535,27,Female,Married,Sales,Analyst,125632,7,13,3,3,No,29,1,4,2,2,18,4,PhD,2,3999,4,1,5,32,1024,16780,No
536,53,Female,Divorced,Sales,Executive,70031,27,2,4,4,No,30,6,4,2,1,5,1,Master's,3,6760,2,0,7,41,1614,5181,Yes
537,42,Female,Divorced,Sales,Analyst,109235,10,4,3,4,Yes,39,5,3,5,2,31,1,High School,3,7116,1,5,9,40,1172,28057,No
538,37,Male,Divorced,IT,Executive,51438,34,10,3,3,No,18,0,4,5,2,6,4,PhD,4,7411,2,12,14,26,723,21259,No
539,42,Male,Divorced,IT,Executive,88819,36,7,1,1,No,11,3,4,2,2,27,4,PhD,4,13362,1,12,3,67,1576,8520,No
540,32,Female,Single,Operations,Clerk,73856,25,17,2,1,No,43,2,4,4,0,25,4,Master's,4,14113,4,4,17,95,1439,15052,Yes
541,58,Male,Divorced,Sales,Analyst,63576,6,6,4,2,Yes,49,2,4,1,2,29,3,Bachelor's,4,6683,3,2,10,44,1445,14271,No
542,57,Male,Married,IT,Clerk,71938,24,19,1,2,Yes,38,6,3,2,2,28,4,PhD,1,17982,3,10,8,39,186,19480,No
543,56,Male,Married,HR,Executive,79028,18,5,2,2,Yes,40,9,2,4,1,16,4,High School,1,4853,2,10,8,73,1597,14499,Yes
544,40,Male,Single,Operations,Manager,89807,23,10,4,3,No,1,3,2,4,1,12,3,High School,3,16079,2,14,7,62,381,10915,Yes
545,41,Female,Married,Finance,Executive,79877,6,9,4,4,Yes,29,7,2,4,1,20,1,High School,1,9895,1,10,2,60,1962,18122,Yes
546,39,Female,Married,Operations,Clerk,127783,29,13,4,2,No,10,8,1,3,1,18,2,High School,3,15935,4,8,17,46,863,13431,No
547,35,Female,Divorced,Finance,Analyst,73461,25,19,2,4,No,28,2,4,3,2,34,1,Master's,3,15552,1,2,13,99,1197,8918,No
548,36,Male,Married,Sales,Analyst,123474,17,6,4,4,No,31,4,3,4,1,23,2,PhD,3,19053,4,1,2,15,552,28954,No
549,52,Female,Single,Finance,Clerk,70469,24,4,4,4,Yes,19,3,3,5,0,27,2,Master's,3,3862,4,4,16,43,146,10148,Yes
550,22,Female,Divorced,Sales,Analyst,113136,11,3,1,3,Yes,3,9,1,3,2,17,4,High School,2,7527,2,8,3,65,1711,15038,Yes
551,24,Male,Divorced,HR,Engineer,50435,26,3,3,3,No,36,5,3,2,1,21,4,High School,3,15247,3,7,17,34,1219,15805,No
552,37,Male,Single,Finance,Manager,114117,34,4,2,3,No,43,9,2,3,2,31,3,High School,1,6795,3,5,14,22,1037,21598,Yes
553,44,Female,Divorced,Operations,Manager,44191,28,5,3,3,Yes,15,3,1,5,1,3,1,Master's,1,15796,2,2,18,72,130,9749,Yes
554,32,Female,Divorced,Sales,Manager,114726,3,8,1,2,Yes,33,7,3,1,2,17,1,High School,1,15734,3,5,5,75,633,23948,No
555,33,Female,Single,Operations,Analyst,145660,11,16,3,1,Yes,41,2,1,3,1,26,2,PhD,1,3527,2,4,14,14,116,4871,No
556,31,Female,Divorced,IT,Analyst,57386,38,3,4,1,No,43,4,1,4,0,23,4,High School,2,5922,1,0,6,84,1335,6489,Yes
557,53,Male,Single,Sales,Executive,61721,14,12,4,1,Yes,45,0,3,4,1,6,4,PhD,4,8849,4,4,11,20,1783,6607,No
558,37,Female,Single,Finance,Executive,84786,26,8,2,2,Yes,26,5,2,4,2,28,1,PhD,4,15956,3,13,15,97,1358,14973,Yes
559,29,Female,Married,Sales,Manager,43704,21,13,2,1,Yes,16,4,3,1,2,8,3,High School,3,9959,3,6,8,87,491,14111,Yes
560,59,Male,Married,Operations,Engineer,86635,39,4,2,2,No,36,7,4,5,0,8,4,Master's,3,6086,1,8,19,53,1106,25148,No
561,33,Female,Divorced,HR,Executive,32123,30,14,1,2,Yes,33,8,4,2,2,19,3,Bachelor's,1,12962,1,11,4,94,453,7834,No
562,45,Male,Divorced,Sales,Executive,120710,8,14,2,2,No,20,7,3,5,0,38,1,Bachelor's,1,18419,3,14,10,78,404,11912,Yes
